Variable_Name,Optimal_Value
Grid_Import[26],-9.999952474894273e-9
Grid_Import[27],-9.99995247489213e-9
Grid_Export[1],-9.999890349916088e-9
Grid_Export[2],-9.999885306016518e-9
Grid_Export[3],-9.999879775697402e-9
Grid_Export[4],-9.999873685031918e-9
Grid_Export[5],-9.999873685034478e-9
Grid_Export[6],-9.999873685032787e-9
Grid_Export[7],-9.999873685033862e-9
Grid_Export[8],-9.999873685024464e-9
Grid_Export[9],0.01612152774426751
Grid_Export[10],0.015463158063464207
Grid_Export[11],0.01956014231050306
Grid_Export[12],0.01757834632197057
Grid_Export[13],0.016534860177617256
Grid_Export[14],0.01779778843673722
Grid_Export[15],0.018989568382320344
Grid_Export[16],0.017502129165935194
Grid_Export[17],0.017384280673746495
Grid_Export[18],0.015908201989898268
Grid_Export[19],-9.999793219915892e-9
Grid_Export[20],-9.999793219907445e-9
Grid_Export[21],-9.999793219905534e-9
Grid_Export[22],-9.999873685034215e-9
Grid_Export[23],-9.999873685038944e-9
Grid_Export[24],-9.999873685039145e-9
Grid_Export[25],-9.999873685034722e-9
Grid_Export[26],-9.999873685034456e-9
Grid_Export[27],-9.999873685043494e-9
Expected_Shortfall[1],0.03094512917613006
Expected_Shortfall[2],0.03510678021251531
Expected_Shortfall[3],0.03486067258472962
Expected_Shortfall[4],0.03092943408724221
Expected_Shortfall[5],0.033429442610708404
Expected_Shortfall[6],0.033162424147251277
Expected_Shortfall[7],0.03564127956609387
Expected_Shortfall[8],0.031481304652539455
Expected_Shortfall[9],0.020957901069822597
Expected_Shortfall[10],0.020102020484778303
Expected_Shortfall[11],0.02542810000592883
Expected_Shortfall[12],0.022851765220836703
Expected_Shortfall[13],0.021495233233177403
Expected_Shortfall[14],0.023137039970033357
Expected_Shortfall[15],0.02468635389929141
Expected_Shortfall[16],0.022752682917990714
Expected_Shortfall[17],0.02259947987814541
Expected_Shortfall[18],0.02068057758914272
Expected_Shortfall[19],0.03161543856907094
Expected_Shortfall[20],0.03269299485601326
Expected_Shortfall[21],0.032249552249381655
Expected_Shortfall[22],0.032789927930043455
Expected_Shortfall[23],0.03659928501435443
Expected_Shortfall[24],0.03677900182195721
Expected_Shortfall[25],0.03255492177150641
Expected_Shortfall[26],0.03236274009362325
Expected_Shortfall[27],0.04045067400494276
Battery_Reserve[1],-9.999859104486636e-9
Battery_Reserve[2],-9.999842829605474e-9
Battery_Reserve[3],-9.999822738964917e-9
Battery_Reserve[4],-9.999797365443303e-9
Battery_Reserve[5],-9.999797568043914e-9
Battery_Reserve[6],-9.99980110681094e-9
Battery_Reserve[7],-9.999808735007194e-9
Battery_Reserve[8],-9.999814674154154e-9
Battery_Reserve[9],-9.997656121107516e-9
Battery_Reserve[10],-9.998295618336537e-9
Battery_Reserve[11],-9.998411585534143e-9
Battery_Reserve[12],-9.999858690773253e-9
Battery_Reserve[13],-9.999858690783876e-9
Battery_Reserve[14],-9.999858690769726e-9
Battery_Reserve[15],-9.999858690758169e-9
Battery_Reserve[16],-9.999858690772425e-9
Battery_Reserve[17],-9.999858690773644e-9
Battery_Reserve[18],-9.999858690790932e-9
Battery_Reserve[19],-9.999887660589664e-9
Battery_Reserve[20],-9.999806436416653e-9
Battery_Reserve[21],-9.999806436416256e-9
Battery_Reserve[22],-9.999806436424986e-9
Battery_Reserve[23],-9.999806436434672e-9
Battery_Reserve[24],-9.999806436434735e-9
Battery_Reserve[25],-9.999829461241917e-9
Battery_Reserve[26],-9.99982946124119e-9
Battery_Reserve[27],-9.999829461255481e-9
Generator_Reserve[1],-9.999868307477676e-9
Generator_Reserve[2],-9.999863761285499e-9
Generator_Reserve[3],-9.999858892749186e-9
Generator_Reserve[4],-9.999853666462875e-9
Generator_Reserve[5],-9.999853666468358e-9
Generator_Reserve[6],-9.999853666469597e-9
Generator_Reserve[7],-9.999853666476666e-9
Generator_Reserve[8],-9.999853666473288e-9
Generator_Reserve[9],-9.999387282610179e-9
Generator_Reserve[10],-9.99938728359336e-9
Generator_Reserve[11],-9.99938728665378e-9
Generator_Reserve[12],-9.999874867327036e-9
Generator_Reserve[13],-9.999874867335291e-9
Generator_Reserve[14],-9.99987486732412e-9
Generator_Reserve[15],-9.999874867314995e-9
Generator_Reserve[16],-9.999874867326192e-9
Generator_Reserve[17],-9.999874867327138e-9
Generator_Reserve[18],-9.999874867340729e-9
Generator_Reserve[19],-9.999898129838224e-9
Generator_Reserve[20],-9.999853666472884e-9
Generator_Reserve[21],-9.999853666472088e-9
Generator_Reserve[22],-9.999853666477061e-9
Generator_Reserve[23],-9.999853666482655e-9
Generator_Reserve[24],-9.999853666482891e-9
Generator_Reserve[25],-9.999853666464543e-9
Generator_Reserve[26],-9.999853666464227e-9
Generator_Reserve[27],-9.999853666474894e-9
CAPEX,56539.241682568885
OPEX[1],0.5129587847289679
OPEX[2],0.5408842999930747
OPEX[3],0.5612636719266951
OPEX[4],0.5355962931080276
OPEX[5],0.542104454342343
OPEX[6],0.5291128604621993
OPEX[7],0.48453825322591815
OPEX[8],0.44961734439224593
OPEX[9],0.3254674416027898
OPEX[10],0.17941923480900582
OPEX[11],0.04735800973985839
OPEX[12],0.04958834802485589
OPEX[13],0.07326937268474211
OPEX[14],0.09985827791137096
OPEX[15],0.12387363324450622
OPEX[16],0.13165399213141904
OPEX[17],0.1253105725309212
OPEX[18],0.08820338333649652
OPEX[19],0.02740003685997724
OPEX[20],1.1700835491889943
OPEX[21],1.2416313459824895
OPEX[22],1.3033151758795405
OPEX[23],1.2820852989435634
OPEX[24],1.2123918879101523
OPEX[25],1.1845482426580973
OPEX[26],1.1815325405039319
OPEX[27],1.1854973981370756
Core_Operational_Costs[1],0.4830451687020098
Core_Operational_Costs[2],0.5081179805513615
Core_Operational_Costs[3],0.5298890752704061
Core_Operational_Costs[4],0.5087907921490519
Core_Operational_Costs[5],0.5131322793296966
Core_Operational_Costs[6],0.5003721014512157
Core_Operational_Costs[7],0.45364915285193763
Core_Operational_Costs[8],0.4223335556100126
Core_Operational_Costs[9],0.31100650781063216
Core_Operational_Costs[10],0.16554885862052962
Core_Operational_Costs[11],0.02981263868178846
Core_Operational_Costs[12],0.033820647968514445
Core_Operational_Costs[13],0.05843767969988557
Core_Operational_Costs[14],0.08389373827808383
Core_Operational_Costs[15],0.10684006700003103
Core_Operational_Costs[16],0.11595465886404134
Core_Operational_Costs[17],0.10971694936103675
Core_Operational_Costs[18],0.07393380274602392
Core_Operational_Costs[19],-2.1998857873650157e-9
Core_Operational_Costs[20],1.1417496280137798
Core_Operational_Costs[21],1.2136817417330226
Core_Operational_Costs[22],1.2748972469234705
Core_Operational_Costs[23],1.2503659271810903
Core_Operational_Costs[24],1.1805167615810903
Core_Operational_Costs[25],1.1563339857060928
Core_Operational_Costs[26],1.1534848410060927
Core_Operational_Costs[27],1.1504401559160928
Outage_Costs[1],0.02681910787932731
Outage_Costs[2],0.02925564626044326
Outage_Costs[3],0.027888534307796774
Outage_Costs[4],0.023712562530231317
Outage_Costs[5],0.025629235731555403
Outage_Costs[6],0.02542452157623827
Outage_Costs[7],0.027324977397350923
Outage_Costs[8],0.024135663296959205
Outage_Costs[9],0.014460944071783123
Outage_Costs[10],0.013870386468102562
Outage_Costs[11],0.017545381337696425
Outage_Costs[12],0.015767710335982867
Outage_Costs[13],0.014831703264497951
Outage_Costs[14],0.015964549912928557
Outage_Costs[15],0.017033576524116613
Outage_Costs[16],0.015699343547019136
Outage_Costs[17],0.01559363344952587
Outage_Costs[18],0.01426959087011402
Outage_Costs[19],0.02423849968295381
Outage_Costs[20],0.025064626169609597
Outage_Costs[21],0.024724653504525365
Outage_Costs[22],0.025138941143045608
Outage_Costs[23],0.028059448241017353
Outage_Costs[24],0.02819723112684615
Outage_Costs[25],0.02495876975483387
Outage_Costs[26],0.02481143046845678
Outage_Costs[27],0.031012179800468408
Reserve_Costs[1],-6.999907508468005e-11
Reserve_Costs[2],-1.3999807870354366e-10
Reserve_Costs[3],-2.099970005939487e-10
Reserve_Costs[4],-2.7999582759293445e-10
Reserve_Costs[5],-2.799958278632148e-10
Reserve_Costs[6],-2.7999583258160386e-10
Reserve_Costs[7],-2.799958427527207e-10
Reserve_Costs[8],-2.799958506714932e-10
Reserve_Costs[9],-2.799805356977481e-10
Reserve_Costs[10],-2.7998138838693834e-10
Reserve_Costs[11],-2.799815430914797e-10
Reserve_Costs[12],-2.7999647471641863e-10
Reserve_Costs[13],-2.79996474716653e-10
Reserve_Costs[14],-2.799964747163361e-10
Reserve_Costs[15],-2.7999647471607747e-10
Reserve_Costs[16],-2.7999647471639506e-10
Reserve_Costs[17],-2.7999647471642194e-10
Reserve_Costs[18],-2.7999647471680735e-10
Reserve_Costs[19],-2.7999713367647216e-10
Reserve_Costs[20],-2.7999583968783247e-10
Reserve_Costs[21],-2.7999583968781066e-10
Reserve_Costs[22],-2.79995839687955e-10
Reserve_Costs[23],-2.7999583968811707e-10
Reserve_Costs[24],-2.799958396881234e-10
Reserve_Costs[25],-2.7999587038737703e-10
Reserve_Costs[26],-2.7999587038736767e-10
Reserve_Costs[27],-2.799958703876712e-10
Non_Outage_Costs[1],0.003094508217629842
Non_Outage_Costs[2],0.003510673321268137
Non_Outage_Costs[3],0.003486062558489303
Non_Outage_Costs[4],0.003092938708740254
Non_Outage_Costs[5],0.0033429395610868736
Non_Outage_Costs[6],0.0033162377147411604
Non_Outage_Costs[7],0.0035641232566254195
Non_Outage_Costs[8],0.0031481257652699783
Non_Outage_Costs[9],-9.999644958613758e-9
Non_Outage_Costs[10],-9.999644958983539e-9
Non_Outage_Costs[11],-9.99964495728694e-9
Non_Outage_Costs[12],-9.999644946304783e-9
Non_Outage_Costs[13],-9.999644945702383e-9
Non_Outage_Costs[14],-9.999644946410951e-9
Non_Outage_Costs[15],-9.999644946995761e-9
Non_Outage_Costs[16],-9.999644946251626e-9
Non_Outage_Costs[17],-9.999644946187449e-9
Non_Outage_Costs[18],-9.99964494530338e-9
Non_Outage_Costs[19],0.0031615396569063506
Non_Outage_Costs[20],0.003269295285600583
Non_Outage_Costs[21],0.0032249510249374226
Non_Outage_Costs[22],0.0032789880930203788
Non_Outage_Costs[23],0.0036599238014514758
Non_Outage_Costs[24],0.003677895482211754
Non_Outage_Costs[25],0.003255487477166674
Non_Outage_Costs[26],0.0032362693093783575
Non_Outage_Costs[27],0.004045062700510309
OPEX_NPV,47197.71379135553
Salvage_Value,0.0
Net_Present_Cost,103736.9554739244
