Battery Charge (kWh),Battery Discharge (kWh),Battery Reserve (kWh),Expected Shortfall (kWh),Generator Production (kWh),Generator Reserve (kWh),Grid Import (kWh),Load Demand (kWh),Solar Curtailment (kWh),Solar Production (kWh),State of Charge (kWh),Time Step
7.694304647275716,11.721371337625312,1.3763272157189355,2.1586602999700426e-24,-8.602563291929185e-9,-8.619834699120756e-9,-9.145423437396205e-9,3.892483486,-2.835526292266846e-15,2.835526292266846e-15,47.67647277368942,1
7.823062630210679,11.946402898275112,0.8445267364813719,-4.6806550200148204e-11,-8.60218006488774e-9,-8.623446903857263e-9,-9.114902845393698e-9,3.97301733,-2.8336358115910192e-15,2.8336358115910192e-15,43.75929951902821,2
7.680822264523269,12.234894026666892,0.6220927977151025,-5.504733580971532e-10,-8.601782547833625e-9,-8.625630998126431e-9,-9.082121468762463e-9,4.404666059,-2.831569097389272e-15,2.831569097389272e-15,39.43293134499177,3
7.664568797478171,12.329395156243466,0.5040329803783807,1.716001975688684e-10,-8.601378973086276e-9,-8.625040914874048e-9,-9.046818447737238e-9,4.530259663,-2.828656363771525e-15,2.828656363771525e-15,35.00134630416474,4
7.387513977721404,12.568436157514242,0.5503227667667242,-2.3732363418680993e-10,-8.601378973215717e-9,-8.625040914876381e-9,-9.046818447758677e-9,5.036884463,-2.8250055157005074e-15,2.8250055157005074e-15,30.079470233361544,5
7.02145788368834,12.902833445346001,0.6082537657548092,3.732019484553648e-10,-8.60137897347432e-9,-8.625040914881048e-9,-9.046818447801363e-9,5.738301168,-2.8177106120022068e-15,2.8177106120022068e-15,24.492163449786766,6
7.896953542049223,11.968428785939592,0.6912540947568961,-5.659691613883211e-10,-8.60137897415219e-9,-8.625040914893313e-9,-9.046818447912854e-9,6.656826109,0.017750263970342406,2.7379147494919676,20.624261968090913,7
9.974191833187422,9.923242669530465,0.7955155867853834,-9.325804699412433e-11,-8.60137904656051e-9,-8.625040916204916e-9,-9.046818459797811e-9,9.947372637,0.06575868712707056,10.183483561357317,20.672663673565022,8
12.952400365044895,7.16370363552482,0.9069189621678191,1.7375992848140812e-11,-8.601379070547801e-9,-8.625040916639386e-9,-9.04681846373555e-9,9.784426994,0.6071631209915545,16.33131277861418,26.171925566609094,9
17.485371884443268,3.195764250471947,1.0131313058221407,2.5907925852945012e-11,-8.601379071589925e-9,-8.625040916658246e-9,-9.046818463906837e-9,8.656192911,0.9276090186864536,24.075133686781193,39.74705281888185,10
