Battery Charge (kWh),Battery Discharge (kWh),Battery Reserve (kWh),Expected Shortfall (kWh),Generator Production (kWh),Generator Reserve (kWh),Grid Import (kWh),Load Demand (kWh),Solar Curtailment (kWh),Solar Production (kWh),State of Charge (kWh),Time Step
7.278930916967223,12.036660148204243,1.4155134120719117,2.1586602999700426e-24,-8.60256347485602e-9,-8.619834694107631e-9,-9.145423443506207e-9,3.891376272,4.3026078403775035e-16,-4.3026078403775035e-16,46.98234335984636,1
7.638141242733857,12.078692351826874,0.8942585291310691,-4.6806550200148204e-11,-8.602180404967332e-9,-8.623446891414531e-9,-9.11490283786058e-9,3.858637756,7.873376752244371e-16,-7.873376752244371e-16,42.763819806208,2
7.670748659742346,12.2066525294654,0.6657804325916735,-5.504733580971532e-10,-8.601782885120617e-9,-8.625630975218065e-9,-9.08212143422337e-9,3.963242994,2.935828447326223e-15,-2.935828447326223e-15,38.454711129971095,3
7.667838074422955,12.29634451707345,0.5427540726822189,1.716001975688684e-10,-8.601379332220944e-9,-8.625040888709068e-9,-9.046818558326637e-9,4.132282962,1.677588492600543e-15,-1.677588492600543e-15,34.05763000945313,4
7.399195196070656,12.523882075066673,0.5948238259692163,-2.3732363418680993e-10,-8.601379117971586e-9,-8.625040892582562e-9,-9.04681846345138e-9,4.581515179,2.8763714382197993e-15,-2.8763714382197993e-15,29.189177474406907,5
7.101389206907784,12.784336219692385,0.6563661258607097,3.7320194845536476e-10,-8.601378671477264e-9,-8.625040917567104e-9,-9.046818478135524e-9,5.162331822,1.7628986720756892e-15,-1.7628986720756892e-15,23.790377812261536,6
9.358360037893863,10.519598904549012,0.746687159802431,-5.659691613883212e-10,-8.601378735124907e-9,-8.625040903814321e-9,-9.046818456236053e-9,5.899239976,0.06309848225493653,5.33149263563172,22.687200888939145,7
11.758030862016065,8.241146010724355,0.8429772265270408,-9.325804699412433e-11,-8.601379013041558e-9,-8.6250409141309e-9,-9.046818421791378e-9,8.815176394,0.23615706710791073,12.862269476771969,26.028241497666272,8
14.130051718138374,6.122466013845462,0.9369302604834474,1.7375992848140812e-11,-8.601379063557348e-9,-8.625040915540008e-9,-9.04681845764614e-9,9.263618488,0.8699912433468171,17.82575639985499,33.63544791674454,9
17.22141147537836,3.374318342276109,1.0257844725587237,2.5907925852945012e-11,-8.601379079473004e-9,-8.62504091590143e-9,-9.04681846061284e-9,8.48467442,2.093848246609305,22.859593808095088,46.790186393191675,10
17.288397161445317,3.2054312746740696,1.0964374818759584,5.263668644604944e-11,-8.601379097197747e-9,-8.62504091506778e-9,-9.046818453612606e-9,8.487606357,3.8299005571911344,23.22328875583012,60.16900398562436,11
14.868720568141239,5.531430993081195,1.1486928882939655,1.1166303621622854e-11,-8.601379080238697e-9,-8.625040915954368e-9,-9.04681846191213e-9,15.40057905,2.8685625283688374,25.346756271292964,69.0394290819314,12
17.008157908459474,3.7027440383070522,1.224918996718579,5.555130363540078e-12,-8.601379080943486e-9,-8.625040916374256e-9,-9.046818470032069e-9,8.686948972,4.647746026110934,22.567766768838414,81.6795722585762,13
14.857860393542122,5.598708337692113,1.2778539935403452,1.1400168604020538e-11,-8.601379075120998e-9,-8.62504091593169e-9,-9.046818462884727e-9,9.345073048,4.714444506388002,19.221497395087777,90.4757667116337,14
11.061288448794565,8.715848100795057,1.3118050108219583,1.993350772872273e-11,-8.601379070787796e-9,-8.625040915505576e-9,-9.061843338044809e-9,13.98699289,1.4764832240851682,16.984985600196637,92.70393504223324,15
8.903318323252442,10.61444248852237,1.349219889344358,0.0025436952335485727,-3.145321002204798e-9,-8.67640009692229e-9,-3.294928764804697e-17,13.11970489,-9.046818405522572e-9,11.540996232426883,91.0783670852268,16
8.87670243442243,10.505293943801574,1.4322164375392965,0.0025265661756166593,-3.145320996198449e-9,-8.67640009695479e-9,4.758272762670403,10.5067569,-9.046818405522572e-9,4.251416552928959,89.53120515131663,17
9.090496294291704,9.979340839607753,1.5342897974570575,0.0023120370920232786,-3.1453209947707924e-9,-8.67640009696249e-9,8.149773601543478,8.918261815,-9.061843338850334e-9,9.061843338850334e-9,88.68680283326637,18
9.569760404792541,10.124046744186877,1.6394070779641412,0.0022952611547772065,-3.14532099425788e-9,-8.676400096965254e-9,10.187125631975276,10.621929,-9.061843338866201e-9,9.061843338866201e-9,88.16023081084175,19
9.681351484687442,9.57610929344858,1.8033828635924227,0.002373492721183246,-3.145320993996492e-9,-8.676400096966667e-9,14.423501785242099,14.19470429,-9.061843338874276e-9,9.061843338874276e-9,88.26021089251867,20
10.58267904890668,8.69507456060822,2.0216977243032663,0.002341300584336592,-3.1453209939045523e-9,-8.67640009696716e-9,18.964042588567736,16.95455871,-9.061843338877128e-9,9.061843338877128e-9,90.05343515640222,21
-9.935076544323109e-9,20.600874471678768,-9.935076544323562e-9,0.002380533316141392,9.898655744150091e-9,-9.935773470034953e-9,9.935144018961096e-9,20.47695293,-9.939275785781047e-9,9.939275785781047e-9,70.48260439886907,22
7.3718618795141895,11.323106350609573,2.3720016290315433,0.002657087891479138,-3.1453209941866656e-9,-8.676400096965602e-9,13.626378377439861,17.43930468,-9.06184333886859e-9,9.06184333886859e-9,66.72892215132846,23
5.779835194688421,12.593622929341706,2.5498202047459912,0.00267013135244175,-3.1453209973989074e-9,-8.676400096947958e-9,3.3937644046271735,10.0685547,-9.061843338770898e-9,9.061843338770898e-9,60.25582380340784,24
